instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2219,4/7/2011,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160
2220,4/7/2011,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,23,291,314
2221,4/7/2011,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,15,155,170
2222,4/7/2011,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,29,66,95
2223,4/7/2011,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0,36,86,122
2224,4/7/2011,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0,39,114,153
2225,4/7/2011,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,36,99,135
2226,4/7/2011,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157
2227,4/7/2011,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160
2228,4/7/2011,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0,52,161,213
2229,4/7/2011,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343
2230,4/7/2011,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333
2231,4/7/2011,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226
2232,4/7/2011,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203
2233,4/7/2011,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108
2234,4/7/2011,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81
2235,4/7/2011,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54
2236,4/8/2011,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25
2237,4/8/2011,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9
2238,4/8/2011,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13
2239,4/8/2011,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1
2240,4/8/2011,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1
2241,4/8/2011,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9
2242,4/8/2011,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0,2,33,35
2243,4/8/2011,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113
2244,4/8/2011,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221
2245,4/8/2011,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185
2246,4/8/2011,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73
2247,4/8/2011,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98
2248,4/8/2011,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80
2249,4/8/2011,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42
2250,4/8/2011,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15
2251,4/8/2011,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25
2252,4/8/2011,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60
2253,4/8/2011,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148
2254,4/8/2011,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62
2255,4/8/2011,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53
2256,4/8/2011,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63
2257,4/8/2011,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54
2258,4/8/2011,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51
2259,4/8/2011,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35
2260,4/9/2011,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31
2261,4/9/2011,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20
2262,4/9/2011,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17
2263,4/9/2011,2,0,4,3,0,6,0,3,0.3,0.2879,1,0.2537,3,11,14
2264,4/9/2011,2,0,4,4,0,6,0,3,0.3,0.2727,1,0.2537,0,3,3
2265,4/9/2011,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5
2266,4/9/2011,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13
2267,4/9/2011,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21
2268,4/9/2011,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54
2269,4/9/2011,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98
2270,4/9/2011,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133
2271,4/9/2011,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0,51,91,142
2272,4/9/2011,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,79,123,202
2273,4/9/2011,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0,114,108,222
2274,4/9/2011,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,94,118,212
2275,4/9/2011,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0,85,116,201
2276,4/9/2011,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0,73,118,191
2277,4/9/2011,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,128,129,257
2278,4/9/2011,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177
2279,4/9/2011,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130
2280,4/9/2011,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,19,74,93
2281,4/9/2011,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,10,65,75
2282,4/9/2011,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,21,66,87
2929,5/6/2011,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,46,105,151
2930,5/6/2011,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,27,93,120
2931,5/7/2011,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86
2932,5/7/2011,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,8,50,58
2933,5/7/2011,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,5,47,52
2934,5/7/2011,2,0,5,3,0,6,0,1,0.42,0.4242,0.77,0.0896,9,9,18
2935,5/7/2011,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,1,4,5
2936,5/7/2011,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,4,3,7
2937,5/7/2011,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,0.0896,1,12,13
2938,5/7/2011,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0,8,32,40
2939,5/7/2011,2,0,5,8,0,6,0,1,0.52,0.5,0.52,0.194,19,96,115
2940,5/7/2011,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,0.2836,54,164,218
2941,5/7/2011,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,0.2985,90,208,298
2942,5/7/2011,2,0,5,11,0,6,0,1,0.56,0.5303,0.43,0,132,215,347
2943,5/7/2011,2,0,5,12,0,6,0,1,0.6,0.6212,0.4,0.194,129,244,373
2944,5/7/2011,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,0.2836,196,240,436
2945,5/7/2011,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642,143,235,378
2946,5/7/2011,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,148,230,378
2947,5/7/2011,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,119,223,342
2948,5/7/2011,2,0,5,17,0,6,0,1,0.58,0.5455,0.4,0.2239,138,216,354
2949,5/7/2011,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,114,175,289
2950,5/7/2011,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,0.194,88,179,267
2951,5/7/2011,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,82,137,219
2952,5/7/2011,2,0,5,21,0,6,0,1,0.54,0.5152,0.49,0.2239,58,124,182
2953,5/7/2011,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,0.194,26,94,120
2954,5/7/2011,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,0.1045,30,89,119
2955,5/8/2011,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,22,78,100
2956,5/8/2011,2,0,5,1,0,0,0,2,0.52,0.5,0.55,0,8,56,64
2957,5/8/2011,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0,17,42,59
2958,5/8/2011,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,10,21,31
2959,5/8/2011,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0,2,8,10
2960,5/8/2011,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0,0,5,5
2961,5/8/2011,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0,2,4,6
2962,5/8/2011,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0,8,15,23
2963,5/8/2011,2,0,5,8,0,0,0,1,0.52,0.5,0.63,0.1343,28,58,86
2964,5/8/2011,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160
2965,5/8/2011,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343,91,153,244
2966,5/8/2011,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,142,198,340
2967,5/8/2011,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,139,243,382
2968,5/8/2011,2,0,5,13,0,0,0,1,0.6,0.6212,0.49,0.1343,166,224,390
2969,5/8/2011,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0,126,240,366
2970,5/8/2011,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0,128,230,358
2971,5/8/2011,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,0.1045,122,263,385
2972,5/8/2011,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351
2973,5/8/2011,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,0,63,205,268
2974,5/8/2011,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0,61,178,239
2975,5/8/2011,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,42,132,174
2976,5/8/2011,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,32,95,127
2977,5/8/2011,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,29,86,115
2978,5/8/2011,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50
2979,5/9/2011,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,0.0896,31,22,53
2980,5/9/2011,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0,25,8,33
2981,5/9/2011,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0,6,2,8
2982,5/9/2011,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,0,7,7
2983,5/9/2011,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,0,4,4
2984,5/9/2011,2,0,5,5,0,1,1,1,0.42,0.4242,0.77,0.1642,0,23,23
2985,5/9/2011,2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89
2986,5/9/2011,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221,237
2987,5/9/2011,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,23,351,374
2988,5/9/2011,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,36,142,178
2989,5/9/2011,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,24,95,119
2990,5/9/2011,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125
2991,5/9/2011,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.194,35,160,195
2992,5/9/2011,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174
2993,5/9/2011,2,0,5,14,0,1,1,1,0.62,0.6212,0.41,0.2239,44,118,162
2994,5/9/2011,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,51,148,199
2995,5/9/2011,2,0,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,49,255,304
2996,5/9/2011,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,59,539,598
2997,5/9/2011,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,66,458,524
2998,5/9/2011,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,45,339,384
2999,5/9/2011,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194,25,214,239
3000,5/9/2011,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156
3001,5/9/2011,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116
3002,5/9/2011,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61
3531,6/1/2011,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34
3532,6/1/2011,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17
3533,6/1/2011,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3
3534,6/1/2011,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,0,6,6
3535,6/1/2011,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4
3536,6/1/2011,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19,21
3537,6/1/2011,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128
3538,6/1/2011,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284
3539,6/1/2011,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,37,417,454
3540,6/1/2011,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207
3541,6/1/2011,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115
3542,6/1/2011,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,26,86,112
3543,6/1/2011,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0,32,137,169
3544,6/1/2011,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154
3545,6/1/2011,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145
3546,6/1/2011,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152
3547,6/1/2011,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266
3548,6/1/2011,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486
3549,6/1/2011,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309
3550,6/1/2011,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264
3551,6/1/2011,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256
3552,6/1/2011,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190
3553,6/1/2011,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,14,115,129
3554,6/1/2011,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69
3555,6/2/2011,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42
3556,6/2/2011,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15
3557,6/2/2011,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0,0,6,6
3558,6/2/2011,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4
3559,6/2/2011,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0,3,3
3560,6/2/2011,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31
3561,6/2/2011,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113
3562,6/2/2011,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304
3563,6/2/2011,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467
3564,6/2/2011,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225
3565,6/2/2011,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139
3566,6/2/2011,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165
3567,6/2/2011,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232
3568,6/2/2011,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203
3569,6/2/2011,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185
3570,6/2/2011,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188
3571,6/2/2011,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318
3572,6/2/2011,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572
3573,6/2/2011,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525
3574,6/2/2011,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379
3575,6/2/2011,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337
3576,6/2/2011,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248
3577,6/2/2011,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155
3578,6/2/2011,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112
3579,6/3/2011,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68
3580,6/3/2011,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22
3581,6/3/2011,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12
3582,6/3/2011,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5
3583,6/3/2011,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6
3584,6/3/2011,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28
3585,6/3/2011,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106
3586,6/3/2011,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277
3587,6/3/2011,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502
3588,6/3/2011,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230
3589,6/3/2011,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161
3590,6/3/2011,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192
3591,6/3/2011,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259
3592,6/3/2011,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248
3593,6/3/2011,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240
3594,6/3/2011,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212
3595,6/3/2011,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349
3596,6/3/2011,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558
3597,6/3/2011,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564
3598,6/3/2011,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391
3599,6/3/2011,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293
3600,6/3/2011,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247
3601,6/3/2011,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0,26,145,171
3602,6/3/2011,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171
3603,6/4/2011,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0,24,69,93
3604,6/4/2011,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94
3605,6/4/2011,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59
3606,6/4/2011,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18
3607,6/4/2011,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15
3608,6/4/2011,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0,3,5,8
3609,6/4/2011,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0,11,17,28
3610,6/4/2011,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0,27,60,87
3611,6/4/2011,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125
3612,6/4/2011,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224
3613,6/4/2011,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317
3614,6/4/2011,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369
3615,6/4/2011,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420
3616,6/4/2011,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456
3617,6/4/2011,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451
3618,6/4/2011,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404
3619,6/4/2011,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440
3620,6/4/2011,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344
3621,6/4/2011,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341
3622,6/4/2011,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285
3623,6/4/2011,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239
3624,6/4/2011,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185
3625,6/4/2011,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190
3626,6/4/2011,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0,29,121,150
3627,6/5/2011,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113
3628,6/5/2011,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96
3629,6/5/2011,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64
3630,6/5/2011,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47
3631,6/5/2011,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12
3632,6/5/2011,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6
3633,6/5/2011,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21
3634,6/5/2011,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27
3635,6/5/2011,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98
3636,6/5/2011,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164
3637,6/5/2011,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251
3638,6/5/2011,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335
3639,6/5/2011,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335
3640,6/5/2011,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367
3641,6/5/2011,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385
3642,6/5/2011,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0,161,256,417
3643,6/5/2011,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398
3644,6/5/2011,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0,126,264,390
3645,6/5/2011,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363
3646,6/5/2011,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357
3647,6/5/2011,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279
3648,6/5/2011,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165
3649,6/5/2011,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130
3650,6/5/2011,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86
3651,6/6/2011,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29
3652,6/6/2011,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14
3653,6/6/2011,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8
3654,6/6/2011,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0,2,3,5
3655,6/6/2011,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8
3656,6/6/2011,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31
3657,6/6/2011,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0,11,101,112
3658,6/6/2011,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299
3659,6/6/2011,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438
3660,6/6/2011,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188
3661,6/6/2011,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95
3662,6/6/2011,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111
3663,6/6/2011,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153
3664,6/6/2011,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0,28,152,180
3665,6/6/2011,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145
3666,6/6/2011,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165
3667,6/6/2011,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267
3668,6/6/2011,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579
3669,6/6/2011,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556
3670,6/6/2011,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407
3671,6/6/2011,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336
3672,6/6/2011,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189
3673,6/6/2011,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173
3674,6/6/2011,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60
